[log] 运行日志写入: log/run_DBLP_20260811_093750.log
[config] cand_sources=embed num_cand_per_node=0 cand_label_mode=soft cand_dist_k=16 cand_dist_tau=0.2 lambda_cand_bce=0.0 lambda_ic_spnm=0.0 ic_spnm_pos=20 ic_spnm_neg=256 ic_spnm_hard_pool=2048 ic_spnm_pos_mode=neighbor ic_spnm_frontier_ratio=0.5 ic_spnm_frontier_hops=2 lambda_ilssc=0.1 ilssc_seed_size=8 ilssc_neg=256 ilssc_hard_pool=2048 ilssc_hops=2 ilssc_neg_mode=conservative ilssc_gate_mode=prior ilssc_high_order_beta=0.2 ilssc_warmup=10 ilssc_ramp=30 ilssc_use_intent_dist=False intent_dist_k=16 intent_dist_tau=0.2 intent_dist_beta=0.5 intent_dist_proto_mode=random intent_dist_stable=False intent_dist_update_interval=10 intent_dist_ema=0.7 intent_dist_anchor_pool=0 intent_dist_conf_tau=0.05 intent_dist_min_conf=0.0 relation_fusion=icra cs_topk=(5, 10, 20, 50, 'oracle') cs_w_list=(0.14,) greedy_patience=1 greedy_min_gain_tol=0.0001 frontier_batch_size=2 greedy_connectivity_boost=0.0 greedy_select_mode=first_drop greedy_init_seed_size=1 greedy_init_seed_hops=1 greedy_init_seed_conn_beta=0.3 greedy_high_order_beta=0.2 greedy_comm_cohesion_beta=0.05 greedy_comm_direct_beta=0.1 greedy_boundary_gamma=0.03 greedy_hse_pool_size=64 include_query_in_pred=False eval_perturb=none:0.0 seed=123
Using CPU
Using GPU: NVIDIA GeForce RTX 2080 Ti
  [cs_full_graph] DBLP: merged ['apa.npz', 'apcpa.npz', 'aptpa.npz'] -> 8947540 directed edges (no sparsify)
/root/miniconda3/lib/python3.8/site-packages/scipy/sparse/_index.py:146: SparseEfficiencyWarning: Changing the sparsity structure of a csr_matrix is expensive. lil_matrix is more efficient.
  self._set_arrayXarray(i, j, x)
  [sparsify] apcpa.npz: 5000495 -> 80544 edges (avg_deg 1233 -> 20, top-k=10)
  [sparsify] aptpa.npz: 7043571 -> 77930 edges (avg_deg 1736 -> 19, top-k=10)
[data] 多关系 R=3: apa(7056 edges), apcpa(80544 edges), aptpa(77930 edges)
[intent] dynamic query-based, dim=256
[encoder] MultiRelation+ICRA  R=3 hii_heads=1 icra_heads=1 icra_dim=64
[ILSSC] 全量图邻接表就绪, lambda=0.1, seed=8 neg=256 B=8 pool=2048 hops=2 frontier_pool=128 conn_beta=0.3 sim_beta=0.5 high_order_beta=0.2 proto_alpha=0.5 use_intent_dist=False dist_k=16 dist_tau=0.2 dist_beta=0.5 dist_proto_mode=random dist_stable=False dist_update_interval=10 dist_ema=0.7 dist_conf_tau=0.05 dist_min_conf=0.0
(T) | Epoch=001, loss=7.7095, con=7.3516, intent=5.0260, rec=0.0010, ilssc=0.0000, il_lam=0.0000, this epoch 1.5471, total 6.6063  alpha=[apa:0.340, apcpa:0.338, aptpa:0.322]
(T) | Epoch=054, loss=7.2839, con=6.6067, intent=2.4038, rec=0.0006, ilssc=4.5610, il_lam=0.1000, il_q=8, il_seed=0.987, il_sim=0.368, il_conn=0.001, il_dist=0.000, il_high=0.779, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.077, il_neg_dist=0.000, il_neg_high=0.401, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1092, total 141.2804
(T) | Epoch=055, loss=7.2822, con=6.6044, intent=2.4034, rec=0.0007, ilssc=4.5670, il_lam=0.1000, il_q=8, il_seed=0.987, il_sim=0.338, il_conn=0.001, il_dist=0.000, il_high=0.776, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.071, il_neg_dist=0.000, il_neg_high=0.421, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1187, total 144.3990
(T) | Epoch=056, loss=7.2944, con=6.6036, intent=2.4012, rec=0.0005, ilssc=4.6984, il_lam=0.1000, il_q=8, il_seed=0.986, il_sim=0.282, il_conn=0.000, il_dist=0.000, il_high=0.739, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.076, il_neg_dist=0.000, il_neg_high=0.436, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0129, total 147.4119
(T) | Epoch=057, loss=7.2796, con=6.6035, intent=2.4026, rec=0.0005, ilssc=4.5493, il_lam=0.1000, il_q=8, il_seed=0.985, il_sim=0.320, il_conn=0.000, il_dist=0.000, il_high=0.767, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.047, il_neg_dist=0.000, il_neg_high=0.388, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.6374, total 150.0493
(T) | Epoch=058, loss=7.2696, con=6.6019, intent=2.4002, rec=0.0004, ilssc=4.4682, il_lam=0.1000, il_q=8, il_seed=0.988, il_sim=0.352, il_conn=0.000, il_dist=0.000, il_high=0.770, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.050, il_neg_dist=0.000, il_neg_high=0.483, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7916, total 152.8409
(T) | Epoch=059, loss=7.2869, con=6.5996, intent=2.3988, rec=0.0004, ilssc=4.6656, il_lam=0.1000, il_q=8, il_seed=0.986, il_sim=0.275, il_conn=0.000, il_dist=0.000, il_high=0.785, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.043, il_neg_dist=0.000, il_neg_high=0.415, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0881, total 155.9291
(T) | Epoch=060, loss=7.2653, con=6.5986, intent=2.3958, rec=0.0004, ilssc=4.4623, il_lam=0.1000, il_q=8, il_seed=0.987, il_sim=0.339, il_conn=0.001, il_dist=0.000, il_high=0.763, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.070, il_neg_dist=0.000, il_neg_high=0.405, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9740, total 158.9031  alpha=[apa:0.177, apcpa:0.428, aptpa:0.395]
(T) | Epoch=061, loss=7.2686, con=6.5992, intent=2.3947, rec=0.0004, ilssc=4.4896, il_lam=0.1000, il_q=8, il_seed=0.987, il_sim=0.356, il_conn=0.000, il_dist=0.000, il_high=0.791, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.064, il_neg_dist=0.000, il_neg_high=0.436, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8793, total 161.7824
(T) | Epoch=062, loss=7.2726, con=6.5992, intent=2.3939, rec=0.0003, ilssc=4.5303, il_lam=0.1000, il_q=8, il_seed=0.990, il_sim=0.343, il_conn=0.000, il_dist=0.000, il_high=0.810, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.046, il_neg_dist=0.000, il_neg_high=0.472, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7423, total 164.5247
(T) | Epoch=063, loss=7.2788, con=6.5975, intent=2.3971, rec=0.0003, ilssc=4.6063, il_lam=0.1000, il_q=8, il_seed=0.987, il_sim=0.324, il_conn=0.001, il_dist=0.000, il_high=0.783, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.074, il_neg_dist=0.000, il_neg_high=0.391, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.6770, total 167.2017
(T) | Epoch=064, loss=7.2591, con=6.5948, intent=2.3888, rec=0.0003, ilssc=4.4441, il_lam=0.1000, il_q=8, il_seed=0.988, il_sim=0.370, il_conn=0.000, il_dist=0.000, il_high=0.785, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.052, il_neg_dist=0.000, il_neg_high=0.465, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8490, total 170.0507
(T) | Epoch=065, loss=7.2651, con=6.5956, intent=2.3915, rec=0.0002, ilssc=4.4924, il_lam=0.1000, il_q=8, il_seed=0.989, il_sim=0.346, il_conn=0.000, il_dist=0.000, il_high=0.815, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.043, il_neg_dist=0.000, il_neg_high=0.473, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7121, total 172.7628
(T) | Epoch=066, loss=7.2739, con=6.6004, intent=2.3862, rec=0.0002, ilssc=4.5382, il_lam=0.1000, il_q=8, il_seed=0.990, il_sim=0.359, il_conn=0.000, il_dist=0.000, il_high=0.743, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.081, il_neg_dist=0.000, il_neg_high=0.485, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.2391, total 176.0019
(T) | Epoch=067, loss=7.2819, con=6.6037, intent=2.3842, rec=0.0002, ilssc=4.5874, il_lam=0.1000, il_q=8, il_seed=0.989, il_sim=0.317, il_conn=0.000, il_dist=0.000, il_high=0.773, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.079, il_neg_dist=0.000, il_neg_high=0.449, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1368, total 179.1386
(T) | Epoch=068, loss=7.2651, con=6.6010, intent=2.3832, rec=0.0002, ilssc=4.4458, il_lam=0.1000, il_q=8, il_seed=0.992, il_sim=0.384, il_conn=0.000, il_dist=0.000, il_high=0.809, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.062, il_neg_dist=0.000, il_neg_high=0.536, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7753, total 181.9140
(T) | Epoch=069, loss=7.2731, con=6.5948, intent=2.3803, rec=0.0002, ilssc=4.5913, il_lam=0.1000, il_q=8, il_seed=0.988, il_sim=0.359, il_conn=0.001, il_dist=0.000, il_high=0.789, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.077, il_neg_dist=0.000, il_neg_high=0.433, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9369, total 184.8509
(T) | Epoch=070, loss=7.2596, con=6.5919, intent=2.3790, rec=0.0002, ilssc=4.4870, il_lam=0.1000, il_q=8, il_seed=0.991, il_sim=0.355, il_conn=0.000, il_dist=0.000, il_high=0.770, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.057, il_neg_dist=0.000, il_neg_high=0.492, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0212, total 187.8721  alpha=[apa:0.158, apcpa:0.441, aptpa:0.401]
(T) | Epoch=071, loss=7.2544, con=6.5950, intent=2.3804, rec=0.0002, ilssc=4.4021, il_lam=0.1000, il_q=8, il_seed=0.988, il_sim=0.426, il_conn=0.001, il_dist=0.000, il_high=0.767, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.098, il_neg_dist=0.000, il_neg_high=0.403, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.2228, total 191.0950
(T) | Epoch=072, loss=7.2692, con=6.5993, intent=2.3788, rec=0.0003, ilssc=4.5107, il_lam=0.1000, il_q=8, il_seed=0.989, il_sim=0.379, il_conn=0.001, il_dist=0.000, il_high=0.743, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.095, il_neg_dist=0.000, il_neg_high=0.453, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.2194, total 194.3143
(T) | Epoch=073, loss=7.2597, con=6.5988, intent=2.3752, rec=0.0002, ilssc=4.4229, il_lam=0.1000, il_q=8, il_seed=0.991, il_sim=0.408, il_conn=0.000, il_dist=0.000, il_high=0.792, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.073, il_neg_dist=0.000, il_neg_high=0.480, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1007, total 197.4150
(T) | Epoch=074, loss=7.2550, con=6.5949, intent=2.3761, rec=0.0002, ilssc=4.4151, il_lam=0.1000, il_q=8, il_seed=0.991, il_sim=0.375, il_conn=0.000, il_dist=0.000, il_high=0.817, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.063, il_neg_dist=0.000, il_neg_high=0.482, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9583, total 200.3733
(T) | Epoch=075, loss=7.2662, con=6.5932, intent=2.3726, rec=0.0002, ilssc=4.5485, il_lam=0.1000, il_q=8, il_seed=0.992, il_sim=0.366, il_conn=0.000, il_dist=0.000, il_high=0.754, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.076, il_neg_dist=0.000, il_neg_high=0.501, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1984, total 203.5717
(T) | Epoch=076, loss=7.2534, con=6.5960, intent=2.3710, rec=0.0003, ilssc=4.3945, il_lam=0.1000, il_q=8, il_seed=0.992, il_sim=0.419, il_conn=0.000, il_dist=0.000, il_high=0.775, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.056, il_neg_dist=0.000, il_neg_high=0.489, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0021, total 206.5738
(T) | Epoch=077, loss=7.2522, con=6.5993, intent=2.3700, rec=0.0003, ilssc=4.3504, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.447, il_conn=0.000, il_dist=0.000, il_high=0.809, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.050, il_neg_dist=0.000, il_neg_high=0.472, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1072, total 209.6810
(T) | Epoch=078, loss=7.2651, con=6.5992, intent=2.3730, rec=0.0002, ilssc=4.4795, il_lam=0.1000, il_q=8, il_seed=0.989, il_sim=0.370, il_conn=0.000, il_dist=0.000, il_high=0.760, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.076, il_neg_dist=0.000, il_neg_high=0.451, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.2041, total 212.8851
(T) | Epoch=079, loss=7.2484, con=6.5951, intent=2.3714, rec=0.0002, ilssc=4.3550, il_lam=0.1000, il_q=8, il_seed=0.992, il_sim=0.416, il_conn=0.000, il_dist=0.000, il_high=0.811, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.052, il_neg_dist=0.000, il_neg_high=0.455, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7034, total 215.5885
(T) | Epoch=080, loss=7.2735, con=6.5924, intent=2.3691, rec=0.0003, ilssc=4.6357, il_lam=0.1000, il_q=8, il_seed=0.990, il_sim=0.326, il_conn=0.000, il_dist=0.000, il_high=0.742, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.089, il_neg_dist=0.000, il_neg_high=0.413, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.2620, total 218.8505  alpha=[apa:0.169, apcpa:0.431, aptpa:0.400]
(T) | Epoch=081, loss=7.2506, con=6.5930, intent=2.3671, rec=0.0004, ilssc=4.4013, il_lam=0.1000, il_q=8, il_seed=0.991, il_sim=0.364, il_conn=0.001, il_dist=0.000, il_high=0.772, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.061, il_neg_dist=0.000, il_neg_high=0.435, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0783, total 221.9288
(T) | Epoch=082, loss=7.2665, con=6.5963, intent=2.3661, rec=0.0002, ilssc=4.5281, il_lam=0.1000, il_q=8, il_seed=0.991, il_sim=0.385, il_conn=0.000, il_dist=0.000, il_high=0.780, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.079, il_neg_dist=0.000, il_neg_high=0.456, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.3226, total 225.2514
(T) | Epoch=083, loss=7.2250, con=6.5994, intent=2.3640, rec=0.0002, ilssc=4.0846, il_lam=0.1000, il_q=8, il_seed=0.990, il_sim=0.524, il_conn=0.000, il_dist=0.000, il_high=0.781, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.053, il_neg_dist=0.000, il_neg_high=0.439, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9403, total 228.1917
(T) | Epoch=084, loss=7.2639, con=6.6008, intent=2.3632, rec=0.0002, ilssc=4.4602, il_lam=0.1000, il_q=8, il_seed=0.991, il_sim=0.406, il_conn=0.000, il_dist=0.000, il_high=0.736, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.071, il_neg_dist=0.000, il_neg_high=0.423, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0103, total 231.2020
(T) | Epoch=085, loss=7.2829, con=6.6003, intent=2.3616, rec=0.0002, ilssc=4.6575, il_lam=0.1000, il_q=8, il_seed=0.991, il_sim=0.342, il_conn=0.001, il_dist=0.000, il_high=0.763, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.082, il_neg_dist=0.000, il_neg_high=0.464, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1950, total 234.3970
(T) | Epoch=086, loss=7.2440, con=6.5978, intent=2.3591, rec=0.0002, ilssc=4.2975, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.405, il_conn=0.000, il_dist=0.000, il_high=0.785, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.018, il_neg_dist=0.000, il_neg_high=0.487, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8250, total 237.2220
(T) | Epoch=087, loss=7.2440, con=6.5951, intent=2.3577, rec=0.0002, ilssc=4.3260, il_lam=0.1000, il_q=8, il_seed=0.992, il_sim=0.450, il_conn=0.000, il_dist=0.000, il_high=0.807, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.057, il_neg_dist=0.000, il_neg_high=0.448, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8352, total 240.0572
(T) | Epoch=088, loss=7.2523, con=6.5956, intent=2.3567, rec=0.0002, ilssc=4.4061, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.402, il_conn=0.000, il_dist=0.000, il_high=0.789, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.055, il_neg_dist=0.000, il_neg_high=0.535, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1344, total 243.1917
(T) | Epoch=089, loss=7.2610, con=6.5996, intent=2.3653, rec=0.0003, ilssc=4.4453, il_lam=0.1000, il_q=8, il_seed=0.990, il_sim=0.415, il_conn=0.001, il_dist=0.000, il_high=0.738, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.083, il_neg_dist=0.000, il_neg_high=0.411, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7952, total 245.9869
(T) | Epoch=090, loss=7.2557, con=6.6021, intent=2.3555, rec=0.0002, ilssc=4.3770, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.443, il_conn=0.001, il_dist=0.000, il_high=0.793, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.075, il_neg_dist=0.000, il_neg_high=0.487, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9271, total 248.9139  alpha=[apa:0.177, apcpa:0.415, aptpa:0.408]
(T) | Epoch=091, loss=7.2492, con=6.5992, intent=2.3545, rec=0.0002, ilssc=4.3417, il_lam=0.1000, il_q=8, il_seed=0.992, il_sim=0.430, il_conn=0.000, il_dist=0.000, il_high=0.776, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.063, il_neg_dist=0.000, il_neg_high=0.491, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7500, total 251.6639
(T) | Epoch=092, loss=7.2320, con=6.5939, intent=2.3525, rec=0.0002, ilssc=4.2255, il_lam=0.1000, il_q=8, il_seed=0.992, il_sim=0.459, il_conn=0.000, il_dist=0.000, il_high=0.738, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.074, il_neg_dist=0.000, il_neg_high=0.443, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.5588, total 254.2227
(T) | Epoch=093, loss=7.2196, con=6.5939, intent=2.3519, rec=0.0003, ilssc=4.1014, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.502, il_conn=0.000, il_dist=0.000, il_high=0.806, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.016, il_neg_dist=0.000, il_neg_high=0.495, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8173, total 257.0399
(T) | Epoch=094, loss=7.2349, con=6.6014, intent=2.3511, rec=0.0003, ilssc=4.1797, il_lam=0.1000, il_q=8, il_seed=0.992, il_sim=0.529, il_conn=0.000, il_dist=0.000, il_high=0.808, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.076, il_neg_dist=0.000, il_neg_high=0.501, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0585, total 260.0984
(T) | Epoch=095, loss=7.2561, con=6.6097, intent=2.3547, rec=0.0003, ilssc=4.3063, il_lam=0.1000, il_q=8, il_seed=0.991, il_sim=0.476, il_conn=0.001, il_dist=0.000, il_high=0.750, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.089, il_neg_dist=0.000, il_neg_high=0.424, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0658, total 263.1642
(T) | Epoch=096, loss=7.2525, con=6.6116, intent=2.3486, rec=0.0004, ilssc=4.2585, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.490, il_conn=0.000, il_dist=0.000, il_high=0.840, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.054, il_neg_dist=0.000, il_neg_high=0.479, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.6796, total 265.8437
(T) | Epoch=097, loss=7.2454, con=6.6078, intent=2.3495, rec=0.0003, ilssc=4.2253, il_lam=0.1000, il_q=8, il_seed=0.991, il_sim=0.531, il_conn=0.001, il_dist=0.000, il_high=0.727, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.087, il_neg_dist=0.000, il_neg_high=0.444, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.5671, total 268.4109
(T) | Epoch=098, loss=7.2540, con=6.6028, intent=2.3559, rec=0.0003, ilssc=4.3548, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.422, il_conn=0.000, il_dist=0.000, il_high=0.770, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.058, il_neg_dist=0.000, il_neg_high=0.525, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0743, total 271.4852
(T) | Epoch=099, loss=7.2509, con=6.6008, intent=2.3463, rec=0.0003, ilssc=4.3545, il_lam=0.1000, il_q=8, il_seed=0.992, il_sim=0.429, il_conn=0.000, il_dist=0.000, il_high=0.742, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.096, il_neg_dist=0.000, il_neg_high=0.425, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.5263, total 274.0115
(T) | Epoch=100, loss=7.2273, con=6.6018, intent=2.3441, rec=0.0003, ilssc=4.1104, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.565, il_conn=0.001, il_dist=0.000, il_high=0.768, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.071, il_neg_dist=0.000, il_neg_high=0.411, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.6963, total 276.7078  alpha=[apa:0.182, apcpa:0.406, aptpa:0.412]
(T) | Epoch=101, loss=7.2369, con=6.6038, intent=2.3428, rec=0.0003, ilssc=4.1875, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.484, il_conn=0.000, il_dist=0.000, il_high=0.817, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.028, il_neg_dist=0.000, il_neg_high=0.493, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8671, total 279.5749
(T) | Epoch=102, loss=7.2677, con=6.6043, intent=2.3433, rec=0.0003, ilssc=4.4894, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.475, il_conn=0.000, il_dist=0.000, il_high=0.731, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.129, il_neg_dist=0.000, il_neg_high=0.526, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0740, total 282.6488
(T) | Epoch=103, loss=7.2673, con=6.6027, intent=2.3418, rec=0.0003, ilssc=4.5022, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.399, il_conn=0.000, il_dist=0.000, il_high=0.775, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.080, il_neg_dist=0.000, il_neg_high=0.480, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9579, total 285.6067
(T) | Epoch=104, loss=7.2484, con=6.6000, intent=2.3434, rec=0.0003, ilssc=4.3386, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.435, il_conn=0.000, il_dist=0.000, il_high=0.785, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.056, il_neg_dist=0.000, il_neg_high=0.494, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0449, total 288.6516
(T) | Epoch=105, loss=7.2412, con=6.5983, intent=2.3404, rec=0.0003, ilssc=4.2862, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.454, il_conn=0.001, il_dist=0.000, il_high=0.735, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.077, il_neg_dist=0.000, il_neg_high=0.455, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7329, total 291.3845
